1000	2
2000	0
3000	1
4000	1
5000	1
6000	1
7000	1
8000	1
9000	1
10000	1
11000	1
12000	1
13000	1
14000	1
15000	1
16000	1
17000	1
18000	0
19000	1
20000	1
21000	1
22000	1
23000	1
24000	1
25000	1
26000	1
27000	1
28000	1
29000	1
30000	1
31000	0
32000	1
33000	0
34000	1
35000	1
36000	1
37000	0
38000	1
39000	1
40000	1
41000	1
42000	1
43000	1
44000	1
45000	1
46000	1
47000	1
48000	1
49000	1
50000	1
51000	1
52000	1
53000	1
54000	1
55000	1
56000	1
57000	1
58000	2
59000	0
60000	2
61000	1
62000	1
63000	1
64000	1
65000	1
66000	1
67000	1
68000	1
69000	1
70000	1
71000	1
72000	2
73000	1
74000	1
75000	1
76000	1
77000	2
78000	2
79000	1
80000	1
81000	1
82000	1
83000	1
84000	2
85000	1
86000	2
87000	2
88000	2
89000	1
90000	1
91000	1
92000	1
93000	0
94000	2
95000	1
96000	2
97000	2
98000	1
99000	1
100000	1
